relation_id,source_canonical_id,source_name,source_macro_gyrus,source_cytoarchitectonic_id,source_cytoarchitectonic_name,target_canonical_id,target_name,target_dk_label,hemisphere,relation_type,hierarchy_predicate,final_adjudication_status,status_code,reused_project_status,semantic_evidence_code,semantic_evidence_detail,hierarchy_evidence,laterality_status,correct_side_fraction,contralateral_fraction,spatial_raw_rank,spatial_gm_weighted_rank,spatial_gm_margin,spatial_competitor_target,provenance_source,decision_reason_codes,review_required,review_reason_codes,frozen_methodology_basis
NGIQ-BR-00000045,NGIQ-BR-00000045,MFG_L_7_7,Middle frontal gyrus,A10l,lateral area 10,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,rostralmiddlefrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_L_7_7 is the lateral area 10 subdivision of the Middle frontal gyrus; target is the DK region 'Left Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.44455,Left Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000046,NGIQ-BR-00000046,MFG_R_7_7,Middle frontal gyrus,A10l,lateral area 10,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,rostralmiddlefrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_R_7_7 is the lateral area 10 subdivision of the Middle frontal gyrus; target is the DK region 'Right Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.40287,Right Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000003,NGIQ-BR-00000003,IFG_L_6_1,Inferior frontal gyrus,A44d,dorsal area 44,NGIQ-BR-00000284,"Left Inferior Frontal Gyrus, Pars Opercularis",parsopercularis,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK represents the IFG by its pars; BNA IFG subregions map to the pars labels present in the selected-62 set,"IFG_L_6_1 is the dorsal area 44 subdivision of the Inferior frontal gyrus; target is the DK region 'Left Inferior Frontal Gyrus, Pars Opercularis'",SIDE_CONSISTENT,1.0,0.0,1,1,0.4442,Left Caudal Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000004,NGIQ-BR-00000004,IFG_R_6_1,Inferior frontal gyrus,A44d,dorsal area 44,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",parsopercularis,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK represents the IFG by its pars; BNA IFG subregions map to the pars labels present in the selected-62 set,"IFG_R_6_1 is the dorsal area 44 subdivision of the Inferior frontal gyrus; target is the DK region 'Right Inferior Frontal Gyrus, Pars Opercularis'",SIDE_CONSISTENT,1.0,0.0,1,1,0.15138,Right Rostral Middle Frontal Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000051,NGIQ-BR-00000051,IFG_L_6_4,Inferior frontal gyrus,A45r,rostral area 45,NGIQ-BR-00000286,"Left Inferior Frontal Gyrus, Pars Triangularis",parstriangularis,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK represents the IFG by its pars; BNA IFG subregions map to the pars labels present in the selected-62 set,"IFG_L_6_4 is the rostral area 45 subdivision of the Inferior frontal gyrus; target is the DK region 'Left Inferior Frontal Gyrus, Pars Triangularis'",SIDE_CONSISTENT,1.0,0.0,1,1,0.24137,"Left Inferior Frontal Gyrus, Pars Orbitalis",phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000052,NGIQ-BR-00000052,IFG_R_6_4,Inferior frontal gyrus,A45r,rostral area 45,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",parstriangularis,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK represents the IFG by its pars; BNA IFG subregions map to the pars labels present in the selected-62 set,"IFG_R_6_4 is the rostral area 45 subdivision of the Inferior frontal gyrus; target is the DK region 'Right Inferior Frontal Gyrus, Pars Triangularis'",SIDE_CONSISTENT,1.0,0.0,1,1,0.3274,Right Rostral Middle Frontal Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000055,NGIQ-BR-00000055,IFG_L_6_6,Inferior frontal gyrus,A44v,ventral area 44,NGIQ-BR-00000284,"Left Inferior Frontal Gyrus, Pars Opercularis",parsopercularis,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK represents the IFG by its pars; BNA IFG subregions map to the pars labels present in the selected-62 set,"IFG_L_6_6 is the ventral area 44 subdivision of the Inferior frontal gyrus; target is the DK region 'Left Inferior Frontal Gyrus, Pars Opercularis'",SIDE_CONSISTENT,1.0,0.0,1,1,0.53173,Left Precentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000056,NGIQ-BR-00000056,IFG_R_6_6,Inferior frontal gyrus,A44v,ventral area 44,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",parsopercularis,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK represents the IFG by its pars; BNA IFG subregions map to the pars labels present in the selected-62 set,"IFG_R_6_6 is the ventral area 44 subdivision of the Inferior frontal gyrus; target is the DK region 'Right Inferior Frontal Gyrus, Pars Opercularis'",SIDE_CONSISTENT,1.0,0.0,1,1,0.43525,Right Precentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000057,NGIQ-BR-00000057,OrG_L_6_1,Orbital gyrus,A14m,medial area 14,NGIQ-BR-00000280,Left Medial Orbitofrontal Cortex,medialorbitofrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,BNA orbital-gyrus subregions lie in the DK lateral / medial orbitofrontal cortex,OrG_L_6_1 is the medial area 14 subdivision of the Orbital gyrus; target is the DK region 'Left Medial Orbitofrontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.23365,Left Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000058,NGIQ-BR-00000058,OrG_R_6_1,Orbital gyrus,A14m,medial area 14,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,medialorbitofrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,BNA orbital-gyrus subregions lie in the DK lateral / medial orbitofrontal cortex,OrG_R_6_1 is the medial area 14 subdivision of the Orbital gyrus; target is the DK region 'Right Medial Orbitofrontal Cortex',SIDE_CONSISTENT,0.9714,0.0286,1,1,0.3058,Right Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000061,NGIQ-BR-00000061,OrG_L_6_3,Orbital gyrus,A11l,lateral area 11,NGIQ-BR-00000278,Left Lateral Orbitofrontal Cortex,lateralorbitofrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,BNA orbital-gyrus subregions lie in the DK lateral / medial orbitofrontal cortex,OrG_L_6_3 is the lateral area 11 subdivision of the Orbital gyrus; target is the DK region 'Left Lateral Orbitofrontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.52061,Left Rostral Middle Frontal Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000062,NGIQ-BR-00000062,OrG_R_6_3,Orbital gyrus,A11l,lateral area 11,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,lateralorbitofrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,BNA orbital-gyrus subregions lie in the DK lateral / medial orbitofrontal cortex,OrG_R_6_3 is the lateral area 11 subdivision of the Orbital gyrus; target is the DK region 'Right Lateral Orbitofrontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.48866,"Right Inferior Frontal Gyrus, Pars Orbitalis",phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000065,NGIQ-BR-00000065,OrG_L_6_5,Orbital gyrus,A13,area 13,NGIQ-BR-00000280,Left Medial Orbitofrontal Cortex,medialorbitofrontal,left,narrower,part_of,PLAUSIBLE_MAPPING_NEEDS_HUMAN_REVIEW,C,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,SEM_MACRO_GYRUS_TO_DK_CROSSWALK,BNA orbital-gyrus subregions lie in the DK lateral / medial orbitofrontal cortex,OrG_L_6_5 is the area 13 subdivision of the Orbital gyrus; target is the DK region 'Left Medial Orbitofrontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.06645,Left Lateral Orbitofrontal Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,True,SPATIAL_WEAK_DISCRIMINATION,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000066,NGIQ-BR-00000066,OrG_R_6_5,Orbital gyrus,A13,area 13,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,medialorbitofrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,BNA orbital-gyrus subregions lie in the DK lateral / medial orbitofrontal cortex,OrG_R_6_5 is the area 13 subdivision of the Orbital gyrus; target is the DK region 'Right Medial Orbitofrontal Cortex',SIDE_CONSISTENT,0.98803,0.01197,1,1,0.12822,Right Lateral Orbitofrontal Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000069,NGIQ-BR-00000069,PrG_L_6_1,Precentral gyrus,A4hf,area 4(head and face region),NGIQ-BR-00000290,Left Precentral Gyrus,precentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_L_6_1 is the area 4(head and face region) subdivision of the Precentral gyrus; target is the DK region 'Left Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.50994,Left Postcentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000070,NGIQ-BR-00000070,PrG_R_6_1,Precentral gyrus,A4hf,area 4(head and face region),NGIQ-BR-00000321,Right Precentral Gyrus,precentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_R_6_1 is the area 4(head and face region) subdivision of the Precentral gyrus; target is the DK region 'Right Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.57248,Right Postcentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000071,NGIQ-BR-00000071,PrG_L_6_2,Precentral gyrus,A6cdl,caudal dorsolateral area 6,NGIQ-BR-00000290,Left Precentral Gyrus,precentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_L_6_2 is the caudal dorsolateral area 6 subdivision of the Precentral gyrus; target is the DK region 'Left Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.33067,Left Caudal Middle Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000072,NGIQ-BR-00000072,PrG_R_6_2,Precentral gyrus,A6cdl,caudal dorsolateral area 6,NGIQ-BR-00000321,Right Precentral Gyrus,precentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_R_6_2 is the caudal dorsolateral area 6 subdivision of the Precentral gyrus; target is the DK region 'Right Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.28826,Right Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000073,NGIQ-BR-00000073,PrG_L_6_3,Precentral gyrus,A4ul,area 4(upper limb region),NGIQ-BR-00000290,Left Precentral Gyrus,precentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_L_6_3 is the area 4(upper limb region) subdivision of the Precentral gyrus; target is the DK region 'Left Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.39937,Left Postcentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000074,NGIQ-BR-00000074,PrG_R_6_3,Precentral gyrus,A4ul,area 4(upper limb region),NGIQ-BR-00000321,Right Precentral Gyrus,precentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_R_6_3 is the area 4(upper limb region) subdivision of the Precentral gyrus; target is the DK region 'Right Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.38833,Right Postcentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000075,NGIQ-BR-00000075,PrG_L_6_4,Precentral gyrus,A4t,area 4(trunk region),NGIQ-BR-00000290,Left Precentral Gyrus,precentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_L_6_4 is the area 4(trunk region) subdivision of the Precentral gyrus; target is the DK region 'Left Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.46959,Left Paracentral Lobule,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000076,NGIQ-BR-00000076,PrG_R_6_4,Precentral gyrus,A4t,area 4(trunk region),NGIQ-BR-00000321,Right Precentral Gyrus,precentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_R_6_4 is the area 4(trunk region) subdivision of the Precentral gyrus; target is the DK region 'Right Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.45405,Right Paracentral Lobule,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000077,NGIQ-BR-00000077,PrG_L_6_5,Precentral gyrus,A4tl,area 4(tongue and larynx region),NGIQ-BR-00000290,Left Precentral Gyrus,precentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_L_6_5 is the area 4(tongue and larynx region) subdivision of the Precentral gyrus; target is the DK region 'Left Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.46477,Left Postcentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000078,NGIQ-BR-00000078,PrG_R_6_5,Precentral gyrus,A4tl,area 4(tongue and larynx region),NGIQ-BR-00000321,Right Precentral Gyrus,precentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_R_6_5 is the area 4(tongue and larynx region) subdivision of the Precentral gyrus; target is the DK region 'Right Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.50799,"Right Inferior Frontal Gyrus, Pars Opercularis",phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000079,NGIQ-BR-00000079,PrG_L_6_6,Precentral gyrus,A6cvl,caudal ventrolateral area 6,NGIQ-BR-00000290,Left Precentral Gyrus,precentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_L_6_6 is the caudal ventrolateral area 6 subdivision of the Precentral gyrus; target is the DK region 'Left Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.27311,"Left Inferior Frontal Gyrus, Pars Opercularis",phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
