source_id,source_name,candidate_g1,candidate_g1_geometry_class,feasibility_bucket,geometry_available,geometry_path,space_compatibility,direct_validation_feasible,blocking_reason,recommended_next_action
NGIQ-BR-00000575,Area Te 3 (STG) right,Right Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000576,Area Te 3 (STG) left,Left Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000577,Area Te 2.2 (STG) right,Right Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000578,Area Te 2.2 (STG) left,Left Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000579,Area Te 2.1 (STG) right,Right Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000580,Area Te 2.1 (STG) left,Left Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000583,Area Te 1.2 (HESCHL) right,Right Transverse Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000589,Area Ph2 (PhG) right,Right Parahippocampal Gyrus,NO_GEOMETRY,NO_GEOMETRY,NO,,REGISTRATION_REQUIRED,NO,无法定位家族 → NO_GEOMETRY,获取 aseg/权威 volume 或外部资产
NGIQ-BR-00000590,Area Ph2 (PhG) left,Left Parahippocampal Gyrus,NO_GEOMETRY,NO_GEOMETRY,NO,,REGISTRATION_REQUIRED,NO,无法定位家族 → NO_GEOMETRY,获取 aseg/权威 volume 或外部资产
NGIQ-BR-00000595,Area TI (STG) right,Right Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000596,Area TI (STG) left,Left Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000597,Area TeI (STG) right,Right Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000598,Area TeI (STG) left,Left Superior Temporal Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000602,Area FG2 (FusG) left,Left Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000603,Area FG3 (FusG) right,Right Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000604,Area FG3 (FusG) left,Left Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000605,Area FG1 (FusG) right,Right Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000606,Area FG1 (FusG) left,Left Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000607,Area FG4 (FusG) right,Right Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000608,Area FG4 (FusG) left,Left Fusiform Gyrus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000619,Area hOc3d (Cuneus) right,Right Cuneus,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000625,Area hOc4lp (LOC) right,Right Lateral Occipital Cortex,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000626,Area hOc4lp (LOC) left,Left Lateral Occipital Cortex,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000627,Area hOc5 (LOC) right,Right Lateral Occipital Cortex,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000629,Area hOc4la (LOC) right,Right Lateral Occipital Cortex,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
NGIQ-BR-00000630,Area hOc4la (LOC) left,Left Lateral Occipital Cortex,AUTHORITATIVE_NATIVE_G1_GEOMETRY,REGISTRATION_REQUIRED,YES,D:\Tool\Coding\IDE\PyCharm\NeuroGraphIQ_KG_marco\backend\data\atlases\freesurfer\fsaverage,REGISTRATION_REQUIRED,NO,有 DK surface 但 Julich 为 volume（2009c），需 surface/volume 桥接,构建 surface↔volume 桥后直接验证
