spatial_status,source_entity_id,source_name_en,source_name_zh,source_granularity,source_atlas,hemisphere,candidate_g1_entity_id,candidate_g1_name_en,candidate_g1_name_zh,phase16_classification,phase17_classification,anatomical_family,anatomical_reason,atlas_definition_basis,literature_basis,evidence_title,evidence_author,evidence_year,doi_or_official_reference,active_spatial_relation,historical_spatial_relation,historical_conflict_status,contralateral_entity,contralateral_phase17_status,scientific_confidence,review_note,frozen_decision,frozen_applicability,frozen_rollup_eligible,frozen_rollup_explicit,v3_classification,gate,gate_reason
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000385,Area 7PC (SPL) right,右侧7PC区（顶上小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶上小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Right Superior parietal lobule, Brainnetome 5_4; partial_overlap->Right Superior parietal lobule, Brainnetome 5_3",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000386,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000386,Area 7PC (SPL) left,左侧7PC区（顶上小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000295,Left Superior Parietal Lobule,左顶上小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶上小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Left Superior parietal lobule, Brainnetome 5_3; partial_overlap->Left Superior parietal lobule, Brainnetome 5_4",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000385,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000389,Area 7P (SPL) right,右侧7P区（顶上小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶上小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Right Superior parietal lobule, Brainnetome 5_2",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000390,NOT_IN_218_(already has path or review),中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000393,Area 7A (SPL) right,右侧7A区（顶上小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶上小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000394,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,CONFLICT_REVIEW,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000394,Area 7A (SPL) left,左侧7A区（顶上小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000295,Left Superior Parietal Lobule,左顶上小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶上小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000393,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,CONFLICT_REVIEW,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000395,Area 3b (PostCG) right,右侧3b区（中央后回）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中央后回,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000396,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,CONFLICT_REVIEW,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000396,Area 3b (PostCG) left,左侧3b区（中央后回）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000288,Left Postcentral Gyrus,左中央后回,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中央后回,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000395,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,CONFLICT_REVIEW,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000397,Area 1 (PostCG) right,右侧1区（中央后回）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中央后回,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Right Postcentral gyrus, Brainnetome 4_1; partial_overlap->Right Postcentral gyrus, Brainnetome 4_3",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000398,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000398,Area 1 (PostCG) left,左侧1区（中央后回）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000288,Left Postcentral Gyrus,左中央后回,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中央后回,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Left Postcentral gyrus, Brainnetome 4_1; partial_overlap->Left Postcentral gyrus, Brainnetome 4_3; partial_overlap->Left Postcentral gyrus, Brainnetome 4_4",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000397,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000401,Area 3a (PostCG) right,右侧3a区（中央后回）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000319,Right Postcentral Gyrus,右中央后回,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中央后回,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000402,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,CONFLICT_REVIEW,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000402,Area 3a (PostCG) left,左侧3a区（中央后回）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000288,Left Postcentral Gyrus,左中央后回,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中央后回,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000401,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,CONFLICT_REVIEW,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000411,Area PF (IPL) right,右侧PF区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Right Inferior parietal lobule, Brainnetome 6_6",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000412,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000412,Area PF (IPL) left,左侧PF区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000274,Left Inferior Parietal Lobule,左侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Left Inferior parietal lobule, Brainnetome 6_4; partial_overlap->Left Inferior parietal lobule, Brainnetome 6_6; partial_overlap->Left Inferior parietal lobule, Brainnetome 6_3",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000411,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000414,Area PFcm (IPL) left,左侧PFcm区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000274,Left Inferior Parietal Lobule,左侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Left Inferior parietal lobule, Brainnetome 6_6",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000413,NOT_IN_218_(already has path or review),中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000415,Area PGa (IPL) right,右侧PGa区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Right Inferior parietal lobule, Brainnetome 6_5",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000416,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000416,Area PGa (IPL) left,左侧PGa区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000274,Left Inferior Parietal Lobule,左侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Left Inferior parietal lobule, Brainnetome 6_4; partial_overlap->Left Inferior parietal lobule, Brainnetome 6_5; partial_overlap->Left Inferior parietal lobule, Brainnetome 6_2",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000415,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000418,Area PFt (IPL) left,左侧PFt区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000274,Left Inferior Parietal Lobule,左侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Left Inferior parietal lobule, Brainnetome 6_3",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000417,NOT_IN_218_(already has path or review),中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000419,Area PFm (IPL) right,右侧PFm区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Right Inferior parietal lobule, Brainnetome 6_4",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000420,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000420,Area PFm (IPL) left,左侧PFm区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000274,Left Inferior Parietal Lobule,左侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"dominant_overlap->Left Inferior parietal lobule, Brainnetome 6_4",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000419,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,APPROVE_DOMINANT_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
SPATIAL_REVIEW_REQUIRED,NGIQ-BR-00000421,Area PGp (IPL) right,右侧PGp区（顶下小叶）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000305,Right Inferior Parietal Lobule,右侧顶下小叶,DIRECT_CONTAINED_HIGH_CONFIDENCE,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,顶下小叶,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,Julich-Brain: a 3D probabilistic atlas of the human brain's cytoarchitecture,"Amunts K, Mohlberg H, Bludau S, Zilles K",2020,10.1126/science.abb4588,"partial_overlap->Right Inferior parietal lobule, Brainnetome 6_5; partial_overlap->Right Inferior parietal lobule, Brainnetome 6_1; partial_overlap->Right Inferior parietal lobule, Brainnetome 6_2",NO_HISTORICAL_CONFLICT,NO_HISTORICAL_CONFLICT,NGIQ-BR-00000422,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,中,Julich cyto 边界不一定等于宏观脑回边界；仅凭 family 标签不能证明整区含于对应 G1 gyrus，需概率/硬标签空间复核后方可晋升。,PARTIAL_OVERLAP,LOWER_GRANULARITY_ONLY,F,NO,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,NONE,
