staging_candidate_id,source_g4,source_region_pk,target_g3,target_region_pk,relation,final_decision_match,source_identity_match,target_identity_match,granularity_match,hemisphere_match,coverage_match,target_coverage_semantics_status,mapping_method_valid,lifecycle_valid,rollup_semantics_valid,provenance_complete,candidate_id_valid,review_result,review_reason
G4G3-STAGE-D3EB6AB12F5ADA7522ED,NGIQ-BR-00000457,1204,NGIQ-BR-00000064,192,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-D83DC75EE1E7BCEE723A,NGIQ-BR-00000458,1207,NGIQ-BR-00000045,135,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-3A207E7FFE340AF119AF,NGIQ-BR-00000458,1207,NGIQ-BR-00000031,93,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B8A1739AD97ADAFBBDAD,NGIQ-BR-00000459,1210,NGIQ-BR-00000032,96,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C55B9EF21D865648604F,NGIQ-BR-00000459,1210,NGIQ-BR-00000058,174,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-314F8AF21C561BE40908,NGIQ-BR-00000459,1210,NGIQ-BR-00000064,192,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C07AD7972954BCFB6080,NGIQ-BR-00000460,1213,NGIQ-BR-00000057,171,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-731109F8D05A4B48A9E1,NGIQ-BR-00000461,1216,NGIQ-BR-00000028,84,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-81C3DFF2791ED742BCE1,NGIQ-BR-00000462,1219,NGIQ-BR-00000027,81,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-85DE28FFE77B83D5D9D3,NGIQ-BR-00000463,1222,NGIQ-BR-00000066,198,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-43E36616E8357D0272F5,NGIQ-BR-00000463,1222,NGIQ-BR-00000064,192,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1E0595B32E99419BA005,NGIQ-BR-00000463,1222,NGIQ-BR-00000062,186,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-546E5DCE182FF77AAE72,NGIQ-BR-00000464,1225,NGIQ-BR-00000063,189,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-798805AB040E3765CE0B,NGIQ-BR-00000465,1228,NGIQ-BR-00000062,186,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A166886AFE77AE72E062,NGIQ-BR-00000466,1231,NGIQ-BR-00000061,183,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-EAF8732593884E0CEFE9,NGIQ-BR-00000467,1234,NGIQ-BR-00000066,198,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B288F1955C5B4373F6DB,NGIQ-BR-00000468,1237,NGIQ-BR-00000065,195,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9BB54C4CD9FC6F13166E,NGIQ-BR-00000469,1240,NGIQ-BR-00000074,222,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-BEB8521EED7312B8B72A,NGIQ-BR-00000469,1240,NGIQ-BR-00000164,492,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B22135350B078917D3B7,NGIQ-BR-00000469,1240,NGIQ-BR-00000070,210,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-68007CCB1F618D9A5F67,NGIQ-BR-00000470,1243,NGIQ-BR-00000069,207,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2C62E63486B106D2EBFF,NGIQ-BR-00000470,1243,NGIQ-BR-00000073,219,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-0D3107CAA1B16E22C6AB,NGIQ-BR-00000470,1243,NGIQ-BR-00000163,489,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B834F79A961F71FCE4E1,NGIQ-BR-00000475,1258,NGIQ-BR-00000078,234,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C34D6EA4DB09ABA8814B,NGIQ-BR-00000476,1261,NGIQ-BR-00000077,231,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B9FE015ECDC023B85F23,NGIQ-BR-00000476,1261,NGIQ-BR-00000055,165,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-46022B84461CF9A2F61C,NGIQ-BR-00000477,1264,NGIQ-BR-00000078,234,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-239CD9ABB5963E0AC551,NGIQ-BR-00000477,1264,NGIQ-BR-00000166,498,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-6E933CDF2EFCA8A6F135,NGIQ-BR-00000478,1267,NGIQ-BR-00000077,231,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-5D281C83119EEE8B851F,NGIQ-BR-00000478,1267,NGIQ-BR-00000165,495,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F666ECDC50C77525265E,NGIQ-BR-00000479,1270,NGIQ-BR-00000054,162,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AD846444B106ADE09ABA,NGIQ-BR-00000481,1276,NGIQ-BR-00000054,162,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B2F235ED6D5407F9BC70,NGIQ-BR-00000482,1279,NGIQ-BR-00000053,159,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AB5A8EB0557F41EA0A2C,NGIQ-BR-00000482,1279,NGIQ-BR-00000051,153,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7804ADF7DE4EAF3361B3,NGIQ-BR-00000482,1279,NGIQ-BR-00000049,147,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AF41016E49DD40163334,NGIQ-BR-00000483,1282,NGIQ-BR-00000054,162,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F281DB491C4E3E20EA66,NGIQ-BR-00000484,1285,NGIQ-BR-00000053,159,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-40C17100BB91084C0625,NGIQ-BR-00000486,1291,NGIQ-BR-00000003,9,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-BDFFD4395A4D069872B5,NGIQ-BR-00000486,1291,NGIQ-BR-00000035,105,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AEDE2E66896B5FF79F7B,NGIQ-BR-00000486,1291,NGIQ-BR-00000047,141,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-8E8D692C507F437D071E,NGIQ-BR-00000487,1294,NGIQ-BR-00000004,12,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-109A918ABE4EECDBF290,NGIQ-BR-00000487,1294,NGIQ-BR-00000040,120,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7A87E5F1117E4E1E83DA,NGIQ-BR-00000487,1294,NGIQ-BR-00000042,126,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-CA9E3014F1CCEEF612D5,NGIQ-BR-00000490,1303,NGIQ-BR-00000039,117,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F2D3D951D50C50EB9ECD,NGIQ-BR-00000490,1303,NGIQ-BR-00000047,141,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2B21E681505FC175DE1C,NGIQ-BR-00000490,1303,NGIQ-BR-00000035,105,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-66C04C15553F3A916114,NGIQ-BR-00000491,1306,NGIQ-BR-00000004,12,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E5A3271987FC0D561809,NGIQ-BR-00000492,1309,NGIQ-BR-00000035,105,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-46531D63346C5767B5A0,NGIQ-BR-00000492,1309,NGIQ-BR-00000079,237,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-881747D2C21426CF38FE,NGIQ-BR-00000492,1309,NGIQ-BR-00000003,9,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-68AA72BAD28A86739270,NGIQ-BR-00000494,1315,NGIQ-BR-00000035,105,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-DF62E559C2D3237324D5,NGIQ-BR-00000495,1318,NGIQ-BR-00000004,12,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-EE11E84E8AF61FB78FB9,NGIQ-BR-00000495,1318,NGIQ-BR-00000036,108,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-822813C649F007840788,NGIQ-BR-00000496,1321,NGIQ-BR-00000035,105,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E4E285C13E027DDB3F00,NGIQ-BR-00000496,1321,NGIQ-BR-00000003,9,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2DE56A060DF9485E8748,NGIQ-BR-00000497,1324,NGIQ-BR-00000038,114,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-84C5EE9BC55A1DE0302A,NGIQ-BR-00000498,1327,NGIQ-BR-00000037,111,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4691B9D27E52F70B94FC,NGIQ-BR-00000499,1330,NGIQ-BR-00000056,168,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-EB814CA8E680E250AD77,NGIQ-BR-00000499,1330,NGIQ-BR-00000050,150,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A3479AAE15438DE105A8,NGIQ-BR-00000502,1339,NGIQ-BR-00000047,141,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-3FC992C2AA0F570B5370,NGIQ-BR-00000502,1339,NGIQ-BR-00000049,147,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2577FD8813BA24698615,NGIQ-BR-00000502,1339,NGIQ-BR-00000039,117,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A21126583422830964AB,NGIQ-BR-00000503,1342,NGIQ-BR-00000042,126,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9B6FF59D9638F2A57F4D,NGIQ-BR-00000503,1342,NGIQ-BR-00000034,102,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-14552EFCE670C803A9F7,NGIQ-BR-00000504,1345,NGIQ-BR-00000041,123,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-77FF8B1969D522713A58,NGIQ-BR-00000505,1348,NGIQ-BR-00000042,126,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-10FA931863A6359A36CB,NGIQ-BR-00000505,1348,NGIQ-BR-00000034,102,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A5D077CDBD783EA29EDA,NGIQ-BR-00000505,1348,NGIQ-BR-00000022,66,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F3DB191649FE5FF99C17,NGIQ-BR-00000505,1348,NGIQ-BR-00000044,132,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-344CBDFFAA95BB850573,NGIQ-BR-00000506,1351,NGIQ-BR-00000041,123,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-23D0B94DA3F90B71D82B,NGIQ-BR-00000507,1354,NGIQ-BR-00000034,102,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-5F27D1762FF00442D540,NGIQ-BR-00000508,1357,NGIQ-BR-00000033,99,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-BE3E4C00FF224A07CAEB,NGIQ-BR-00000508,1357,NGIQ-BR-00000039,117,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1FE7DADF45E96B79F4F6,NGIQ-BR-00000510,1363,NGIQ-BR-00000037,111,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1BFBF17C2F6ED3B3380A,NGIQ-BR-00000510,1363,NGIQ-BR-00000033,99,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C4D0B8C78F9240FF473E,NGIQ-BR-00000510,1363,NGIQ-BR-00000039,117,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-04FC0709FAE4B21436A5,NGIQ-BR-00000511,1366,NGIQ-BR-00000038,114,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-CB7200425052547D4643,NGIQ-BR-00000512,1369,NGIQ-BR-00000033,99,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-EBEACA6E611869BAD63F,NGIQ-BR-00000513,1372,NGIQ-BR-00000044,132,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C6B65AD484D5967EB816,NGIQ-BR-00000513,1372,NGIQ-BR-00000026,78,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E80790B8642AE2B82F67,NGIQ-BR-00000513,1372,NGIQ-BR-00000072,216,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4A060774C96214C88F66,NGIQ-BR-00000515,1378,NGIQ-BR-00000038,114,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C876E7C14F0B2F731079,NGIQ-BR-00000516,1381,NGIQ-BR-00000033,99,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-CD36F8D9D5C49728C24B,NGIQ-BR-00000516,1381,NGIQ-BR-00000037,111,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FD3A13AA65F5785BB999,NGIQ-BR-00000517,1384,NGIQ-BR-00000038,114,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4B521E9A20B9AFB6BB5D,NGIQ-BR-00000517,1384,NGIQ-BR-00000024,72,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-BEE4CBADA36636AE4B54,NGIQ-BR-00000518,1387,NGIQ-BR-00000033,99,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A74DC201F0C719F57C58,NGIQ-BR-00000518,1387,NGIQ-BR-00000037,111,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-16739237E55C20999E01,NGIQ-BR-00000518,1387,NGIQ-BR-00000023,69,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-EABF2A7E746D8222DA4C,NGIQ-BR-00000520,1393,NGIQ-BR-00000039,117,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FA8201D1CD76CE732F94,NGIQ-BR-00000521,1396,NGIQ-BR-00000024,72,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1D43B480154BE54CF4DA,NGIQ-BR-00000522,1399,NGIQ-BR-00000023,69,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-197BADA1924ED346254C,NGIQ-BR-00000523,1402,NGIQ-BR-00000022,66,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-8757413DBFC9E91A8905,NGIQ-BR-00000524,1405,NGIQ-BR-00000021,63,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-CBFEAFDF53AFF762EFB3,NGIQ-BR-00000525,1408,NGIQ-BR-00000022,66,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-D6FA9166209066FE18DC,NGIQ-BR-00000525,1408,NGIQ-BR-00000024,72,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C308186333F2BF78D128,NGIQ-BR-00000525,1408,NGIQ-BR-00000002,6,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7AC4B88D5005076FFCB9,NGIQ-BR-00000526,1411,NGIQ-BR-00000021,63,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B4C778FC4BE57CCEF133,NGIQ-BR-00000527,1414,NGIQ-BR-00000034,102,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9FCA7C92C542AF3E477E,NGIQ-BR-00000528,1417,NGIQ-BR-00000033,99,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-054599E02BA5C6FE2E17,NGIQ-BR-00000529,1420,NGIQ-BR-00000060,180,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E90BB92C172330743F3E,NGIQ-BR-00000529,1420,NGIQ-BR-00000068,204,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-71BE4163D244F1D0F0AB,NGIQ-BR-00000530,1423,NGIQ-BR-00000067,201,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E4991AA0DF7EFC027F73,NGIQ-BR-00000530,1423,NGIQ-BR-00000059,177,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7171AA8D00ABFA64F27E,NGIQ-BR-00000531,1426,NGIQ-BR-00000046,138,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E500F04B1BCC885D8662,NGIQ-BR-00000531,1426,NGIQ-BR-00000060,180,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1BAF74A1AF580AE34F15,NGIQ-BR-00000532,1429,NGIQ-BR-00000045,135,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-752876730875FB24844F,NGIQ-BR-00000533,1432,NGIQ-BR-00000060,180,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-25D75E48853CC704CBC9,NGIQ-BR-00000533,1432,NGIQ-BR-00000062,186,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-786EBBFDE01DF016BC01,NGIQ-BR-00000534,1435,NGIQ-BR-00000059,177,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9B6316844F4B1E6CFBE2,NGIQ-BR-00000535,1438,NGIQ-BR-00000046,138,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B9ABA33ADB539073B281,NGIQ-BR-00000535,1438,NGIQ-BR-00000062,186,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4FD50DE2A35C1DF9B656,NGIQ-BR-00000535,1438,NGIQ-BR-00000060,180,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9221400B8E23F42F4319,NGIQ-BR-00000536,1441,NGIQ-BR-00000061,183,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-DB03C4058FBBD479882D,NGIQ-BR-00000537,1444,NGIQ-BR-00000178,534,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F05704D7ACF4F848E175,NGIQ-BR-00000538,1447,NGIQ-BR-00000177,531,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1888E03205D1E1DD1CA7,NGIQ-BR-00000539,1450,NGIQ-BR-00000014,42,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-24D6C90F261F7DAE0075,NGIQ-BR-00000540,1453,NGIQ-BR-00000013,39,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F95F92B524529C3D518F,NGIQ-BR-00000541,1456,NGIQ-BR-00000014,42,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AA7EC517EABE6AF8E1D0,NGIQ-BR-00000542,1459,NGIQ-BR-00000013,39,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-10027A095ABE78D5A3B3,NGIQ-BR-00000543,1462,NGIQ-BR-00000092,276,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
