g3_entity_id,g3_region_pk,parcel_id,official_code,hemisphere,granularity_level,decision_origin,historical_decision,effective_scientific_decision,primary_target_g1_entity_id,primary_target_g1_name,evidence_targets_g1,scientific_rollup_eligible,decision_phase,decision_source,provenance_source_artifact
NGIQ-BR-00000082,246,66,PCL_R_2_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000314,Right Paracentral Lobule,Right Paracentral Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000083,249,67,PCL_L_2_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000283,Left Paracentral Lobule,Left Paracentral Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000084,252,68,PCL_R_2_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000314,Right Paracentral Lobule,Right Paracentral Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000005,15,69,STG_L_6_1,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,NO_G1_ROLLUP,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000006,18,70,STG_R_6_1,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,NO_G1_ROLLUP,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000085,255,71,STG_L_6_2,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000296,Left Superior Temporal Gyrus,Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000086,258,72,STG_R_6_2,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000327,Right Superior Temporal Gyrus,Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000087,261,73,STG_L_6_3,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Superior Temporal Gyrus;Transverse Temporal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000088,264,74,STG_R_6_3,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Superior Temporal Gyrus;Transverse Temporal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000089,267,75,STG_L_6_4,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000296,Left Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000090,270,76,STG_R_6_4,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000327,Right Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000091,273,77,STG_L_6_5,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000296,Left Superior Temporal Gyrus,Insula;Superior Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000092,276,78,STG_R_6_5,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000327,Right Superior Temporal Gyrus,Insula;Superior Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000093,279,79,STG_L_6_6,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000296,Left Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000094,282,80,STG_R_6_6,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000327,Right Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000007,21,81,MTG_L_4_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000281,Left Middle Temporal Gyrus,Left Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000008,24,82,MTG_R_4_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,Right Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000095,285,83,MTG_L_4_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000281,Left Middle Temporal Gyrus,Left Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000096,288,84,MTG_R_4_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,Right Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000097,291,85,MTG_L_4_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000281,Left Middle Temporal Gyrus,Left Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000098,294,86,MTG_R_4_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,Right Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000099,297,87,MTG_L_4_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000281,Left Middle Temporal Gyrus,Left Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000100,300,88,MTG_R_4_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000312,Right Middle Temporal Gyrus,Right Middle Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000101,303,89,ITG_L_7_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000102,306,90,ITG_R_7_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000103,309,91,ITG_L_7_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000104,312,92,ITG_R_7_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000105,315,93,ITG_L_7_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000106,318,94,ITG_R_7_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000107,321,95,ITG_L_7_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000108,324,96,ITG_R_7_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000109,327,97,ITG_L_7_5,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000110,330,98,ITG_R_7_5,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000111,333,99,ITG_L_7_6,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000112,336,100,ITG_R_7_6,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000113,339,101,ITG_L_7_7,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,Left Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000114,342,102,ITG_R_7_7,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,Right Inferior Temporal Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000115,345,103,FuG_L_3_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000273,Left Fusiform Gyrus,Left Fusiform Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000116,348,104,FuG_R_3_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000304,Right Fusiform Gyrus,Right Fusiform Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000117,351,105,FuG_L_3_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000273,Left Fusiform Gyrus,Left Fusiform Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000118,354,106,FuG_R_3_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000304,Right Fusiform Gyrus,Right Fusiform Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000119,357,107,FuG_L_3_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000273,Left Fusiform Gyrus,Left Fusiform Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000120,360,108,FuG_R_3_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000304,Right Fusiform Gyrus,Right Fusiform Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000121,363,109,PhG_L_6_1,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000272,Left Entorhinal Cortex,Entorhinal Cortex;Fusiform Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000122,366,110,PhG_R_6_1,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000303,Right Entorhinal Cortex,Entorhinal Cortex;Fusiform Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000123,369,111,PhG_L_6_2,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000282,Left Parahippocampal Gyrus,Entorhinal Cortex;Parahippocampal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000124,372,112,PhG_R_6_2,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000313,Right Parahippocampal Gyrus,Entorhinal Cortex;Parahippocampal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000125,375,113,PhG_L_6_3,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000282,Left Parahippocampal Gyrus,Fusiform Gyrus;Parahippocampal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000126,378,114,PhG_R_6_3,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000313,Right Parahippocampal Gyrus,Fusiform Gyrus;Parahippocampal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000127,381,115,PhG_L_6_4,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000272,Left Entorhinal Cortex,Entorhinal Cortex;Parahippocampal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000128,384,116,PhG_R_6_4,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000303,Right Entorhinal Cortex,Entorhinal Cortex;Parahippocampal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000129,387,117,PhG_L_6_5,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000272,Left Entorhinal Cortex,Entorhinal Cortex;Insula,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000130,390,118,PhG_R_6_5,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000303,Right Entorhinal Cortex,Entorhinal Cortex;Insula,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000131,393,119,PhG_L_6_6,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000282,Left Parahippocampal Gyrus,Isthmus Of Cingulate Gyrus;Lingual Gyrus;Parahippocampal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000132,396,120,PhG_R_6_6,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000313,Right Parahippocampal Gyrus,Isthmus Of Cingulate Gyrus;Lingual Gyrus;Parahippocampal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000133,399,121,pSTS_L_2_1,left,G3_MESO_FINE,FREEZE,NO_G1_ROLLUP (historical),NO_G1_ROLLUP,,,bankssts,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000134,402,122,pSTS_R_2_1,right,G3_MESO_FINE,FREEZE,NO_G1_ROLLUP (historical),NO_G1_ROLLUP,,,bankssts,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000135,405,123,pSTS_L_2_2,left,G3_MESO_FINE,FREEZE,NO_G1_ROLLUP (historical),NO_G1_ROLLUP,,,bankssts,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000136,408,124,pSTS_R_2_2,right,G3_MESO_FINE,FREEZE,NO_G1_ROLLUP (historical),NO_G1_ROLLUP,,,bankssts,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000009,27,125,SPL_L_5_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,Left Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000010,30,126,SPL_R_5_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,Right Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000137,411,127,SPL_L_5_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,Left Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000138,414,128,SPL_R_5_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,Right Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000139,417,129,SPL_L_5_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,Left Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000140,420,130,SPL_R_5_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,Right Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000141,423,131,SPL_L_5_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,Left Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000142,426,132,SPL_R_5_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,Right Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000143,429,133,SPL_L_5_5,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000295,Left Superior Parietal Lobule,Left Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
