biological_pair_id,hemisphere,parcel_id,g3_entity_id,official_code,official_modified_name,seed_mask_code,seed_type,historical_decision,effective_scientific_decision,decision_source,primary_target_g1,evidence_targets_g1,rollup_eligible,is_primary_rollup,proposed_mapping_relation,decision_reason,review_phase,decision_provenance
IFG_6_6,right,40,NGIQ-BR-00000056,IFG_R_6_6,ventral area 44,IFG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,"Inferior Frontal Gyrus, Pars Opercularis","Inferior Frontal Gyrus, Pars Opercularis;Precentral Gyrus",FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IFG_R_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""ventral area 44"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parsopercularis"", ""top1_g1"": ""Right Inferior Frontal Gyrus, Pars Opercularis"", ""top1_g1_coverage"": ""0.886726"", ""top2_dk"": ""precentral"", ""top2_dk_coverage"": ""0.113274"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_1,left,41,NGIQ-BR-00000057,OrG_L_6_1,medial area 14,OrG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Medial Orbitofrontal Cortex,Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex;Superior Frontal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_L_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""medial area 14"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""medialorbitofrontal"", ""top1_g1"": ""Left Medial Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.808187"", ""top2_dk"": ""frontalpole"", ""top2_dk_coverage"": ""0.098246"", ""non_g1_dk_coverage"": ""0.098246""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_1,right,42,NGIQ-BR-00000058,OrG_R_6_1,medial area 14,OrG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Medial Orbitofrontal Cortex,Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex;Superior Frontal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_R_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""medial area 14"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""medialorbitofrontal"", ""top1_g1"": ""Right Medial Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.895669"", ""top2_dk"": ""rostralanteriorcingulate"", ""top2_dk_coverage"": ""0.058071"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_2,left,43,NGIQ-BR-00000059,OrG_L_6_2,orbital area 12/47,OrG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_L_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""orbital area 12/47"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""lateralorbitofrontal"", ""top1_g1"": ""Left Lateral Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.581366"", ""top2_dk"": ""parsorbitalis"", ""top2_dk_coverage"": ""0.418634"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_2,right,44,NGIQ-BR-00000060,OrG_R_6_2,orbital area 12/47,OrG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_R_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""orbital area 12/47"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parsorbitalis"", ""top1_g1"": ""Right Inferior Frontal Gyrus, Pars Orbitalis"", ""top1_g1_coverage"": ""0.620155"", ""top2_dk"": ""lateralorbitofrontal"", ""top2_dk_coverage"": ""0.379845"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_3,left,45,NGIQ-BR-00000061,OrG_L_6_3,lateral area 11,OrG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Lateral Orbitofrontal Cortex,"Inferior Frontal Gyrus, Pars Orbitalis;Lateral Orbitofrontal Cortex",TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_L_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""lateral area 11"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""lateralorbitofrontal"", ""top1_g1"": ""Left Lateral Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.99013"", ""top2_dk"": ""parsorbitalis"", ""top2_dk_coverage"": ""0.00987"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_3,right,46,NGIQ-BR-00000062,OrG_R_6_3,lateral area 11,OrG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Lateral Orbitofrontal Cortex,"Inferior Frontal Gyrus, Pars Orbitalis;Lateral Orbitofrontal Cortex",TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_R_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""lateral area 11"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""lateralorbitofrontal"", ""top1_g1"": ""Right Lateral Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.956455"", ""top2_dk"": ""insula"", ""top2_dk_coverage"": ""0.024446"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_4,left,47,NGIQ-BR-00000063,OrG_L_6_4,medial area 11,OrG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,Medial Orbitofrontal Cortex;Lateral Orbitofrontal Cortex,FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_L_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""medial area 11"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""medialorbitofrontal"", ""top1_g1"": ""Left Medial Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.569787"", ""top2_dk"": ""lateralorbitofrontal"", ""top2_dk_coverage"": ""0.237274"", ""non_g1_dk_coverage"": ""0.151888""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_4,right,48,NGIQ-BR-00000064,OrG_R_6_4,medial area 11,OrG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,Medial Orbitofrontal Cortex;Lateral Orbitofrontal Cortex,FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_R_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""medial area 11"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""medialorbitofrontal"", ""top1_g1"": ""Right Medial Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.563107"", ""top2_dk"": ""frontalpole"", ""top2_dk_coverage"": ""0.275579"", ""non_g1_dk_coverage"": ""0.275579""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_5,left,49,NGIQ-BR-00000065,OrG_L_6_5,area 13,OrG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Medial Orbitofrontal Cortex,Insula;Lateral Orbitofrontal Cortex;Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_L_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area 13"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""medialorbitofrontal"", ""top1_g1"": ""Left Medial Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.60663"", ""top2_dk"": ""lateralorbitofrontal"", ""top2_dk_coverage"": ""0.357249"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_5,right,50,NGIQ-BR-00000066,OrG_R_6_5,area 13,OrG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Medial Orbitofrontal Cortex,Insula;Lateral Orbitofrontal Cortex;Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_R_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area 13"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""medialorbitofrontal"", ""top1_g1"": ""Right Medial Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.569756"", ""top2_dk"": ""lateralorbitofrontal"", ""top2_dk_coverage"": ""0.403259"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_6,left,51,NGIQ-BR-00000067,OrG_L_6_6,lateral area 12/47,OrG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_L_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""lateral area 12/47"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""lateralorbitofrontal"", ""top1_g1"": ""Left Lateral Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.506073"", ""top2_dk"": ""parsorbitalis"", ""top2_dk_coverage"": ""0.391363"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
OrG_6_6,right,52,NGIQ-BR-00000068,OrG_R_6_6,lateral area 12/47,OrG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""OrG_R_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""lateral area 12/47"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""lateralorbitofrontal"", ""top1_g1"": ""Right Lateral Orbitofrontal Cortex"", ""top1_g1_coverage"": ""0.495957"", ""top2_dk"": ""parsorbitalis"", ""top2_dk_coverage"": ""0.401617"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_1,left,69,NGIQ-BR-00000005,STG_L_6_1,medial area 38,STG,composite,PENDING_HUMAN_REVIEW,NO_G1_ROLLUP,ChatGPT human scientific review,,,FALSE,FALSE,NULL,parcel dominated by Temporal Pole territory; CURRENT G1 has no Temporal Pole target; do not force into Superior Temporal Gyrus,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_L_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""medial area 38"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""temporalpole"", ""top1_g1"": ""Left Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.154762"", ""top2_dk"": ""superiortemporal"", ""top2_dk_coverage"": ""0.154762"", ""non_g1_dk_coverage"": ""0.752747""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_1,right,70,NGIQ-BR-00000006,STG_R_6_1,medial area 38,STG,composite,PENDING_HUMAN_REVIEW,NO_G1_ROLLUP,ChatGPT human scientific review,,,FALSE,FALSE,NULL,parcel dominated by Temporal Pole territory; CURRENT G1 has no Temporal Pole target; do not force into Superior Temporal Gyrus,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_R_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""medial area 38"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""temporalpole"", ""top1_g1"": ""Right Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.147059"", ""top2_dk"": ""superiortemporal"", ""top2_dk_coverage"": ""0.147059"", ""non_g1_dk_coverage"": ""0.794118""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_2,left,71,NGIQ-BR-00000085,STG_L_6_2,area 41/42,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Superior Temporal Gyrus,Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_L_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area 41/42"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Left Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.961657"", ""top2_dk"": ""transversetemporal"", ""top2_dk_coverage"": ""0.028448"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_2,right,72,NGIQ-BR-00000086,STG_R_6_2,area 41/42,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Superior Temporal Gyrus,Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_R_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area 41/42"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Right Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.865783"", ""top2_dk"": ""transversetemporal"", ""top2_dk_coverage"": ""0.126761"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_3,left,73,NGIQ-BR-00000087,STG_L_6_3,TE1.0 and TE1.2,STG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,Superior Temporal Gyrus;Transverse Temporal Gyrus,FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_L_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""TE1.0 and TE1.2"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Left Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.570241"", ""top2_dk"": ""transversetemporal"", ""top2_dk_coverage"": ""0.429322"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_3,right,74,NGIQ-BR-00000088,STG_R_6_3,TE1.0 and TE1.2,STG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,Superior Temporal Gyrus;Transverse Temporal Gyrus,FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_R_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""TE1.0 and TE1.2"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Right Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.675108"", ""top2_dk"": ""transversetemporal"", ""top2_dk_coverage"": ""0.304957"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_4,left,75,NGIQ-BR-00000089,STG_L_6_4,caudal area 22,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_L_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 22"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Left Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.954993"", ""top2_dk"": ""bankssts"", ""top2_dk_coverage"": ""0.043601"", ""non_g1_dk_coverage"": ""0.043601""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_4,right,76,NGIQ-BR-00000090,STG_R_6_4,caudal area 22,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_R_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 22"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Right Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.958685"", ""top2_dk"": ""bankssts"", ""top2_dk_coverage"": ""0.040472"", ""non_g1_dk_coverage"": ""0.040472""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_5,left,77,NGIQ-BR-00000091,STG_L_6_5,lateral area 38,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Superior Temporal Gyrus,Insula;Superior Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_L_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""lateral area 38"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Left Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.957774"", ""top2_dk"": ""insula"", ""top2_dk_coverage"": ""0.042226"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_5,right,78,NGIQ-BR-00000092,STG_R_6_5,lateral area 38,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Superior Temporal Gyrus,Insula;Superior Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_R_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""lateral area 38"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Right Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.965749"", ""top2_dk"": ""insula"", ""top2_dk_coverage"": ""0.034251"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_6,left,79,NGIQ-BR-00000093,STG_L_6_6,rostral area 22,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_L_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostral area 22"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Left Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.994943"", ""top2_dk"": ""middletemporal"", ""top2_dk_coverage"": ""0.005057"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
STG_6_6,right,80,NGIQ-BR-00000094,STG_R_6_6,rostral area 22,STG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Superior Temporal Gyrus,Middle Temporal Gyrus;Superior Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""STG_R_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostral area 22"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""superiortemporal"", ""top1_g1"": ""Right Superior Temporal Gyrus"", ""top1_g1_coverage"": ""0.970827"", ""top2_dk"": ""bankssts"", ""top2_dk_coverage"": ""0.029173"", ""non_g1_dk_coverage"": ""0.029173""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_1,left,109,NGIQ-BR-00000121,PhG_L_6_1,rostral area 35/36,PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Entorhinal Cortex,Entorhinal Cortex;Fusiform Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_L_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostral area 35/36"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""entorhinal"", ""top1_g1"": ""Left Entorhinal Cortex"", ""top1_g1_coverage"": ""0.974747"", ""top2_dk"": ""fusiform"", ""top2_dk_coverage"": ""0.025253"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
